@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute myo1-1 numeric
@attribute myo1-2 numeric
@attribute myo1-3 numeric
@attribute myo1-4 numeric
@attribute myo1-5 numeric
@attribute myo1-6 numeric
@attribute myo1-7 numeric
@attribute myo1-8 numeric
@attribute myo1-9 numeric
@attribute myo1-10 numeric
@attribute myo1-11 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric

@data
149,'2018/02/25 22:20:08:510',3,-0.29871,-0.187932,-0.820507,0.498039,0.494118,0.505882,0.541176,0.541176,0.47451,0.470588,0.494118,?,1
150,'2018/02/25 22:20:08:543',3,-0.298054,-0.188742,-0.822078,0.494118,0.498039,0.498039,0.505882,0.501961,0.498039,0.466667,0.494118,?,1
151,'2018/02/25 22:20:08:572',3,-0.298101,-0.18863,-0.822087,0.494118,0.482353,0.47451,0.498039,0.490196,0.494118,0.466667,0.490196,?,1
152,'2018/02/25 22:20:08:604',3,-0.299097,-0.18826,-0.820569,0.482353,0.486275,0.482353,0.521569,0.490196,0.521569,0.509804,0.494118,?,1
153,'2018/02/25 22:20:08:637',3,-0.299268,-0.187825,-0.821449,0.494118,0.490196,0.494118,0.458824,0.466667,0.501961,0.501961,0.494118,?,1
154,'2018/02/25 22:20:08:646',3,-0.299566,-0.187085,-0.821784,0.494118,0.490196,0.494118,0.458824,0.466667,0.501961,0.501961,0.494118,?,1
155,'2018/02/25 22:20:08:671',3,-0.300053,-0.186892,-0.822498,0.47451,0.47451,0.482353,0.509804,0.52549,0.517647,0.505882,0.494118,?,1
156,'2018/02/25 22:20:08:703',3,-0.300962,-0.186137,-0.825538,0.501961,0.505882,0.498039,0.513726,0.494118,0.478431,0.494118,0.494118,?,1
157,'2018/02/25 22:20:08:736',3,-0.301522,-0.186034,-0.826483,0.501961,0.501961,0.501961,0.509804,0.521569,0.505882,0.505882,0.498039,?,1
158,'2018/02/25 22:20:08:760',3,-0.302182,-0.185739,-0.826908,0.498039,0.501961,0.501961,0.513726,0.537255,0.501961,0.47451,0.498039,?,1
159,'2018/02/25 22:20:08:775',3,-0.302801,-0.185586,-0.826781,0.494118,0.494118,0.482353,0.490196,0.490196,0.490196,0.509804,0.494118,?,1
160,'2018/02/25 22:20:08:804',3,-0.30331,-0.185565,-0.828258,0.501961,0.505882,0.505882,0.509804,0.533333,0.513726,0.509804,0.505882,?,1
161,'2018/02/25 22:20:08:837',3,-0.303444,-0.185515,-0.829074,0.505882,0.501961,0.494118,0.486275,0.494118,0.490196,0.486275,0.498039,?,1
162,'2018/02/25 22:20:08:873',3,-0.303441,-0.185537,-0.829224,0.486275,0.482353,0.486275,0.47451,0.478431,0.501961,0.498039,0.490196,?,1
163,'2018/02/25 22:20:08:879',3,-0.303441,-0.185537,-0.829224,0.482353,0.478431,0.490196,0.462745,0.478431,0.486275,0.486275,0.486275,?,1
164,'2018/02/25 22:20:08:904',3,-0.302921,-0.185497,-0.82883,0.490196,0.478431,0.478431,0.462745,0.439216,0.478431,0.494118,0.494118,?,1
165,'2018/02/25 22:20:08:939',3,-0.302132,-0.186112,-0.827532,0.498039,0.505882,0.498039,0.470588,0.447059,0.478431,0.462745,0.494118,?,1
166,'2018/02/25 22:20:08:972',3,-0.302088,-0.186275,-0.82713,0.494118,0.494118,0.498039,0.529412,0.494118,0.490196,0.486275,0.490196,?,1
167,'2018/02/25 22:20:08:981',3,-0.302088,-0.186275,-0.82713,0.494118,0.486275,0.498039,0.482353,0.470588,0.501961,0.501961,0.494118,?,1
168,'2018/02/25 22:20:09:005',3,-0.302283,-0.186153,-0.826723,0.486275,0.490196,0.490196,0.494118,0.509804,0.494118,0.498039,0.494118,?,1
169,'2018/02/25 22:20:09:035',3,-0.302283,-0.186153,-0.826723,0.505882,0.490196,0.501961,0.501961,0.505882,0.505882,0.517647,0.498039,?,1
170,'2018/02/25 22:20:09:062',3,-0.302283,-0.186153,-0.826723,0.494118,0.494118,0.490196,0.498039,0.482353,0.482353,0.494118,0.498039,?,1
171,'2018/02/25 22:20:09:088',3,-0.302077,-0.1859,-0.82797,0.494118,0.494118,0.490196,0.47451,0.494118,0.505882,0.490196,0.494118,?,1
172,'2018/02/25 22:20:09:114',3,-0.302077,-0.1859,-0.82797,0.501961,0.505882,0.505882,0.505882,0.513726,0.494118,0.498039,0.498039,?,1
173,'2018/02/25 22:20:09:139',3,-0.302025,-0.185741,-0.828017,0.494118,0.494118,0.490196,0.494118,0.482353,0.490196,0.498039,0.490196,?,1
174,'2018/02/25 22:20:09:164',3,-0.301996,-0.185557,-0.82638,0.498039,0.505882,0.498039,0.490196,0.478431,0.494118,0.501961,0.494118,?,1
175,'2018/02/25 22:20:09:191',3,-0.301996,-0.185557,-0.82638,0.490196,0.494118,0.498039,0.517647,0.52549,0.498039,0.498039,0.498039,?,1
176,'2018/02/25 22:20:09:217',3,-0.302273,-0.185225,-0.826835,0.490196,0.494118,0.494118,0.490196,0.501961,0.494118,0.482353,0.494118,?,1
177,'2018/02/25 22:20:09:243',3,-0.30259,-0.185131,-0.826276,0.501961,0.494118,0.501961,0.521569,0.462745,0.498039,0.505882,0.498039,?,1
178,'2018/02/25 22:20:09:274',3,-0.302772,-0.185402,-0.825145,0.494118,0.498039,0.494118,0.47451,0.517647,0.505882,0.498039,0.494118,?,1
179,'2018/02/25 22:20:09:303',3,-0.302892,-0.185453,-0.825143,0.490196,0.498039,0.494118,0.486275,0.482353,0.490196,0.486275,0.501961,?,1
180,'2018/02/25 22:20:09:337',3,-0.302892,-0.185453,-0.825143,0.482353,0.470588,0.494118,0.509804,0.501961,0.490196,0.482353,0.490196,?,1
181,'2018/02/25 22:20:09:343',3,-0.303316,-0.185422,-0.825423,0.494118,0.486275,0.482353,0.490196,0.498039,0.498039,0.505882,0.501961,?,1
182,'2018/02/25 22:20:09:372',3,-0.30367,-0.185208,-0.825566,0.494118,0.494118,0.486275,0.47451,0.486275,0.490196,0.494118,0.490196,?,1
183,'2018/02/25 22:20:09:405',3,-0.304357,-0.184734,-0.827777,0.494118,0.494118,0.490196,0.478431,0.47451,0.482353,0.490196,0.486275,?,1
184,'2018/02/25 22:20:09:439',3,-0.304551,-0.184495,-0.829572,0.498039,0.498039,0.490196,0.494118,0.494118,0.486275,0.478431,0.494118,?,1
185,'2018/02/25 22:20:09:444',3,-0.304456,-0.184235,-0.831904,0.498039,0.498039,0.490196,0.494118,0.494118,0.486275,0.478431,0.494118,?,1
186,'2018/02/25 22:20:09:469',3,-0.304391,-0.184352,-0.83343,0.501961,0.505882,0.501961,0.517647,0.501961,0.501961,0.490196,0.501961,?,1
187,'2018/02/25 22:20:09:503',3,-0.304445,-0.184563,-0.83299,0.482353,0.47451,0.486275,0.47451,0.490196,0.486275,0.486275,0.490196,?,1
382,'2018/02/25 22:21:47:337',6,-0.240527,-0.252667,-0.226432,0.470588,0.505882,0.462745,0.572549,0.607843,0.596078,0.309804,0.45098,?,?
383,'2018/02/25 22:21:47:372',6,-0.241365,-0.252566,-0.209229,0.501961,0.556863,0.290196,0.454902,0.513726,0.313726,0.392157,0.596078,?,?
384,'2018/02/25 22:21:47:399',6,-0.240756,-0.250954,-0.211609,0.486275,0.568627,0.858824,0.647059,0.4,0.54902,0.458824,0.329412,?,?
385,'2018/02/25 22:21:47:435',6,-0.241614,-0.248505,-0.209279,0.505882,0.427451,0.537255,0.498039,0.396078,0.270588,0.772549,0.647059,?,?
386,'2018/02/25 22:21:47:442',6,-0.243838,-0.248746,-0.203625,0.45098,0.435294,0.439216,0.466667,0.541176,0.466667,0.411765,0.709804,?,?
387,'2018/02/25 22:21:47:490',6,-0.245573,-0.248832,-0.20367,0.490196,0.431373,0.435294,0.529412,0.329412,0.478431,0.341176,0.305882,?,?
388,'2018/02/25 22:21:47:502',6,-0.248704,-0.248743,-0.209333,0.486275,0.537255,0.592157,0.568627,0.521569,0.478431,0.243137,0.376471,?,?
389,'2018/02/25 22:21:47:534',6,-0.2503,-0.249429,-0.205706,0.54902,0.517647,0.168627,0.411765,0.635294,0.635294,0.556863,0.282353,?,?
390,'2018/02/25 22:21:47:549',6,-0.251318,-0.249744,-0.205307,0.611765,0.552941,0.568627,0.6,0.658824,0.364706,0.517647,0.85098,?,?
391,'2018/02/25 22:21:47:573',6,-0.252052,-0.250123,-0.202934,0.505882,0.807843,0.513726,0.431373,0.435294,0.333333,0.654902,0.356863,?,?
392,'2018/02/25 22:21:47:603',6,-0.251682,-0.250291,-0.202699,0.364706,0.262745,0.592157,0.494118,0.537255,0.709804,0.701961,0.329412,?,?
393,'2018/02/25 22:21:47:638',6,-0.251491,-0.249872,-0.202521,0.427451,0.482353,0.262745,0.356863,0.356863,0.396078,0.690196,0.388235,?,?
394,'2018/02/25 22:21:47:670',6,-0.251039,-0.250035,-0.198685,0.435294,0.466667,0.196078,0.552941,0.698039,0.45098,0.396078,0.156863,?,?
395,'2018/02/25 22:21:47:679',6,-0.251039,-0.250035,-0.198685,0.498039,0.388235,0.427451,0.513726,0.392157,0.419608,0.615686,0.596078,?,?
396,'2018/02/25 22:21:47:706',6,-0.25183,-0.250972,-0.197614,0.52549,0.690196,0.541176,0.494118,0.423529,0.6,0.592157,0.713726,?,?
397,'2018/02/25 22:21:47:739',6,-0.252754,-0.251662,-0.195556,0.368627,0.482353,0.588235,0.54902,0.435294,0.47451,0.509804,0.372549,?,?
398,'2018/02/25 22:21:47:768',6,-0.253785,-0.252446,-0.195852,0.639216,0.67451,0.517647,0.498039,0.415686,0.423529,0.533333,0.533333,?,?
399,'2018/02/25 22:21:47:799',6,-0.254142,-0.252321,-0.193818,0.458824,0.447059,0.329412,0.411765,0.517647,0.513726,0.337255,0.521569,?,?
400,'2018/02/25 22:21:47:808',6,-0.254891,-0.252343,-0.191605,0.533333,0.341176,0.74902,0.427451,0.309804,0.360784,0.439216,0.509804,?,?
401,'2018/02/25 22:21:47:838',6,-0.255671,-0.251951,-0.191695,0.407843,0.458824,0.690196,0.619608,0.580392,0.560784,0.6,0.462745,?,?
402,'2018/02/25 22:21:47:870',6,-0.256281,-0.251393,-0.189934,0.337255,0.321569,0.603922,0.415686,0.521569,0.427451,0.34902,0.317647,?,?
403,'2018/02/25 22:21:47:905',6,-0.258342,-0.250531,-0.185692,0.376471,0.4,0.443137,0.54902,0.521569,0.556863,0.521569,0.454902,?,?
404,'2018/02/25 22:21:47:936',6,-0.259405,-0.250152,-0.183113,0.498039,0.564706,0.192157,0.333333,0.458824,0.462745,0.439216,0.631373,?,?
405,'2018/02/25 22:21:47:970',6,-0.260405,-0.250317,-0.180864,0.494118,0.419608,0.74902,0.603922,0.517647,0.462745,0.607843,0.670588,?,?
406,'2018/02/25 22:21:48:003',6,-0.261255,-0.250616,-0.17536,0.392157,0.243137,0.466667,0.431373,0.4,0.345098,0.572549,0.521569,?,?
407,'2018/02/25 22:21:48:037',6,-0.261552,-0.251031,-0.17366,0.454902,0.647059,0.352941,0.419608,0.435294,0.443137,0.403922,0.137255,?,?
408,'2018/02/25 22:21:48:071',6,-0.260056,-0.250568,-0.175008,0.494118,0.509804,0.596078,0.580392,0.639216,0.494118,0.54902,0.662745,?,?
409,'2018/02/25 22:21:48:074',6,-0.260056,-0.250568,-0.175008,0.494118,0.509804,0.596078,0.580392,0.639216,0.494118,0.54902,0.662745,?,?
410,'2018/02/25 22:21:48:099',6,-0.260333,-0.250544,-0.173736,0.411765,0.654902,0.913726,0.505882,0.568627,0.501961,0.478431,0.258824,?,?
411,'2018/02/25 22:21:48:138',6,-0.259341,-0.249642,-0.17519,0.509804,0.576471,0.462745,0.615686,0.607843,0.537255,0.396078,0.631373,?,?
412,'2018/02/25 22:21:48:166',6,-0.258905,-0.249214,-0.175056,0.592157,0.392157,0.498039,0.486275,0.6,0.4,0.584314,0.509804,?,?
413,'2018/02/25 22:21:48:180',6,-0.258905,-0.249214,-0.175056,0.592157,0.392157,0.498039,0.486275,0.6,0.4,0.584314,0.509804,?,?
414,'2018/02/25 22:21:48:206',6,-0.258908,-0.248019,-0.174564,0.443137,0.376471,0.403922,0.470588,0.556863,0.470588,0.462745,0.509804,?,?
415,'2018/02/25 22:21:48:237',6,-0.259317,-0.247703,-0.175552,0.411765,0.360784,0.392157,0.509804,0.431373,0.568627,0.541176,0.576471,?,?
416,'2018/02/25 22:21:48:303',6,-0.260812,-0.247616,-0.174658,0.576471,0.52549,0.596078,0.560784,0.439216,0.54902,0.654902,0.396078,?,?
417,'2018/02/25 22:21:48:304',6,-0.262025,-0.247472,-0.172787,0.627451,0.6,0.309804,0.498039,0.537255,0.67451,0.505882,0.713726,?,?
418,'2018/02/25 22:21:48:308',6,-0.262025,-0.247472,-0.172787,0.627451,0.6,0.309804,0.498039,0.537255,0.67451,0.505882,0.713726,?,?
419,'2018/02/25 22:21:48:334',6,-0.264885,-0.247072,-0.173139,0.470588,0.513726,0.419608,0.454902,0.584314,0.611765,0.360784,0.219608,?,?
420,'2018/02/25 22:21:48:367',6,-0.266784,-0.246057,-0.173414,0.505882,0.619608,0.392157,0.537255,0.337255,0.423529,0.329412,0.333333,?,?
421,'2018/02/25 22:21:48:400',6,-0.266529,-0.24557,-0.172764,0.454902,0.403922,0.505882,0.407843,0.4,0.364706,0.635294,0.647059,?,?
422,'2018/02/25 22:21:48:437',6,-0.265009,-0.243722,-0.174023,0.392157,0.541176,0.411765,0.458824,0.262745,0.278431,0.345098,0.403922,?,?
423,'2018/02/25 22:21:48:437',6,-0.265009,-0.243722,-0.174023,0.392157,0.541176,0.411765,0.458824,0.262745,0.278431,0.345098,0.403922,?,?
424,'2018/02/25 22:21:48:468',6,-0.263564,-0.242733,-0.169829,0.666667,0.639216,0.501961,0.380392,0.470588,0.282353,0.180392,0.345098,?,?
425,'2018/02/25 22:21:48:499',6,-0.261973,-0.242545,-0.169651,0.67451,0.784314,0.52549,0.517647,0.513726,0.721569,0.458824,0.682353,?,?
426,'2018/02/25 22:21:48:538',6,-0.258715,-0.242243,-0.165432,0.372549,0.329412,0.847059,0.435294,0.356863,0.47451,0.823529,0.494118,?,?
427,'2018/02/25 22:21:48:565',6,-0.255291,-0.241577,-0.158545,0.564706,0.486275,0.603922,0.6,0.564706,0.717647,0.72549,0.505882,?,?
428,'2018/02/25 22:21:48:572',6,-0.255291,-0.241577,-0.158545,0.564706,0.486275,0.603922,0.6,0.564706,0.717647,0.72549,0.505882,?,?
429,'2018/02/25 22:21:48:598',6,-0.253318,-0.240462,-0.15902,0.392157,0.4,0.396078,0.478431,0.419608,0.454902,0.447059,0.462745,?,?
430,'2018/02/25 22:21:48:633',6,-0.252889,-0.239903,-0.154284,0.466667,0.466667,0.552941,0.45098,0.576471,0.705882,0.752941,0.494118,?,?
431,'2018/02/25 22:21:48:664',6,-0.251504,-0.238592,-0.158439,0.4,0.447059,0.866667,0.607843,0.541176,0.498039,0.658824,0.2,?,?
432,'2018/02/25 22:21:48:678',6,-0.251504,-0.238592,-0.158439,0.4,0.447059,0.866667,0.607843,0.541176,0.498039,0.658824,0.2,?,?
433,'2018/02/25 22:21:48:702',6,-0.250951,-0.237508,-0.156271,0.52549,0.243137,0.396078,0.423529,0.470588,0.32549,0.427451,0.431373,?,?
434,'2018/02/25 22:21:48:779',6,-0.249354,-0.2369,-0.157505,0.501961,0.466667,0.541176,0.529412,0.67451,0.517647,0.74902,0.694118,?,?
435,'2018/02/25 22:21:48:787',6,-0.247757,-0.236344,-0.155382,0.592157,0.607843,0.545098,0.47451,0.494118,0.760784,0.588235,0.647059,?,?
436,'2018/02/25 22:21:48:797',6,-0.247757,-0.236344,-0.155382,0.592157,0.607843,0.545098,0.47451,0.494118,0.760784,0.588235,0.647059,?,?
437,'2018/02/25 22:21:48:806',6,-0.246689,-0.235972,-0.155172,0.509804,0.721569,0.494118,0.427451,0.376471,0.329412,0.592157,0.376471,?,?
438,'2018/02/25 22:21:48:848',6,-0.244883,-0.234571,-0.154285,0.494118,0.423529,0.662745,0.490196,0.470588,0.580392,0.737255,0.505882,?,?
439,'2018/02/25 22:21:48:865',6,-0.243783,-0.233441,-0.155899,0.431373,0.121569,0.67451,0.478431,0.52549,0.54902,0.486275,0.345098,?,?
440,'2018/02/25 22:21:48:918',6,-0.243473,-0.233232,-0.15546,0.619608,0.537255,0.607843,0.533333,0.588235,0.447059,0.537255,0.552941,?,?
441,'2018/02/25 22:21:48:918',6,-0.243486,-0.233215,-0.155335,0.423529,0.45098,0.407843,0.623529,0.670588,0.631373,0.588235,0.360784,?,?
442,'2018/02/25 22:21:48:949',6,-0.243473,-0.233232,-0.15546,0.658824,0.670588,0.556863,0.52549,0.819608,0.419608,0.682353,0.686275,?,?
443,'2018/02/25 22:21:48:985',6,-0.243758,-0.234006,-0.154588,0.313726,0.270588,0.109804,0.360784,0.156863,0.486275,0.588235,0.392157,?,?
444,'2018/02/25 22:21:48:999',6,-0.243778,-0.23445,-0.154165,0.74902,0.803922,0.364706,0.568627,0.478431,0.317647,0.243137,0.741176,?,?
445,'2018/02/25 22:21:49:050',6,-0.245164,-0.234915,-0.153847,0.572549,0.745098,0.580392,0.458824,0.513726,0.34902,0.568627,0.752941,?,?
446,'2018/02/25 22:21:49:050',6,-0.245164,-0.234915,-0.153847,0.572549,0.745098,0.580392,0.458824,0.513726,0.34902,0.568627,0.752941,?,?
447,'2018/02/25 22:21:49:089',6,-0.245182,-0.235424,-0.156768,0.529412,0.341176,0.364706,0.54902,0.854902,0.752941,0.760784,0.52549,?,?
448,'2018/02/25 22:21:49:119',6,-0.243995,-0.23519,-0.158663,0.584314,0.443137,0.517647,0.603922,0.717647,0.615686,0.356863,0.772549,?,?
449,'2018/02/25 22:21:49:147',6,-0.243355,-0.235525,-0.154097,0.447059,0.321569,0.556863,0.560784,0.352941,0.572549,0.396078,0.196078,?,?
450,'2018/02/25 22:21:49:147',6,-0.243355,-0.235525,-0.154097,0.447059,0.321569,0.556863,0.560784,0.352941,0.572549,0.396078,0.196078,?,?
451,'2018/02/25 22:21:49:192',6,-0.242007,-0.234831,-0.155439,0.439216,0.301961,0.686275,0.552941,0.462745,0.368627,0.647059,0.482353,?,?
452,'2018/02/25 22:21:49:213',6,-0.241541,-0.234394,-0.154299,0.301961,0.65098,0.541176,0.470588,0.278431,0.388235,0.431373,0.396078,?,?
453,'2018/02/25 22:21:49:233',6,-0.242296,-0.235194,-0.151384,0.505882,0.737255,0.45098,0.713726,0.623529,0.490196,0.823529,0.862745,?,?
454,'2018/02/25 22:21:49:288',6,-0.242975,-0.236096,-0.154942,0.627451,0.603922,0.505882,0.388235,0.490196,0.341176,0.627451,0.662745,?,?
455,'2018/02/25 22:21:49:288',6,-0.242975,-0.236096,-0.154942,0.627451,0.603922,0.505882,0.388235,0.490196,0.341176,0.627451,0.662745,?,?
456,'2018/02/25 22:21:49:315',6,-0.243569,-0.236828,-0.153541,0.419608,0.854902,0.352941,0.407843,0.470588,0.431373,0.34902,0.298039,?,?
457,'2018/02/25 22:21:49:345',6,-0.244554,-0.238157,-0.150675,0.501961,0.529412,0.741176,0.635294,0.556863,0.380392,0.670588,0.266667,?,?
458,'2018/02/25 22:21:49:388',6,-0.245378,-0.238337,-0.148693,0.34902,0.270588,0.407843,0.470588,0.615686,0.392157,0.458824,0.05098,?,?
459,'2018/02/25 22:21:49:415',6,-0.24783,-0.238511,-0.144558,0.501961,0.470588,0.537255,0.607843,0.694118,0.482353,0.309804,0.392157,?,?
460,'2018/02/25 22:21:49:415',6,-0.249676,-0.239015,-0.138816,0.505882,0.827451,0.560784,0.407843,0.568627,0.54902,0.458824,0.427451,?,?
461,'2018/02/25 22:21:49:435',6,-0.252309,-0.240228,-0.131417,0.329412,-0.003922,0.282353,0.376471,0.482353,0.529412,0.415686,0.643137,?,?
462,'2018/02/25 22:21:49:471',6,-0.258027,-0.241662,-0.117668,0.584314,0.505882,0.552941,0.560784,0.4,0.152941,0.709804,0.392157,?,?
463,'2018/02/25 22:21:49:519',6,-0.26103,-0.240733,-0.105749,0.517647,0.521569,0.376471,0.517647,0.501961,0.490196,0.372549,0.364706,?,?
464,'2018/02/25 22:21:49:524',6,-0.26103,-0.240733,-0.105749,0.517647,0.521569,0.376471,0.517647,0.501961,0.490196,0.372549,0.364706,?,?
465,'2018/02/25 22:21:49:539',6,-0.261708,-0.239469,-0.102482,0.435294,0.298039,0.552941,0.501961,0.556863,0.266667,0.721569,0.164706,?,?
466,'2018/02/25 22:21:49:581',6,-0.262151,-0.235789,-0.100781,0.568627,0.517647,0.596078,0.372549,0.392157,0.247059,0.486275,0.372549,?,?
467,'2018/02/25 22:21:49:602',6,-0.261164,-0.234018,-0.100117,0.556863,0.780392,0.498039,0.333333,0.545098,0.384314,0.278431,0.52549,?,?
468,'2018/02/25 22:21:49:634',6,-0.262142,-0.233356,-0.099347,0.513726,0.521569,0.584314,0.419608,0.215686,0.45098,0.603922,0.521569,?,?
469,'2018/02/25 22:21:49:636',6,-0.262142,-0.233356,-0.099347,0.513726,0.521569,0.584314,0.419608,0.215686,0.45098,0.603922,0.521569,?,?
470,'2018/02/25 22:21:49:668',6,-0.261892,-0.233155,-0.101633,0.396078,-0.003922,0.6,0.580392,0.529412,0.447059,0.490196,0.513726,?,?
471,'2018/02/25 22:21:49:705',6,-0.264385,-0.235899,-0.09517,0.282353,0.176471,0.780392,0.607843,0.298039,0.541176,0.588235,0.294118,?,?
472,'2018/02/25 22:21:49:733',6,-0.264625,-0.237389,-0.095949,0.278431,0.309804,0.576471,0.607843,0.772549,0.219608,-0.003922,0.388235,?,?
473,'2018/02/25 22:21:49:772',6,-0.266448,-0.244539,-0.08053,0.588235,0.65098,0.419608,0.658824,0.741176,0.894118,0.937255,0.921569,?,?
474,'2018/02/25 22:21:49:773',6,-0.266448,-0.244539,-0.08053,0.588235,0.65098,0.419608,0.658824,0.741176,0.894118,0.937255,0.921569,?,?
475,'2018/02/25 22:21:49:803',6,-0.260764,-0.250453,-0.0853,0.580392,0.972549,0.54902,0.333333,0.443137,0.462745,0.168627,0.423529,?,?
476,'2018/02/25 22:21:49:837',6,-0.259162,-0.2519,-0.08481,0.486275,0.52549,0.47451,0.396078,0.545098,0.717647,0.670588,0.917647,?,?
477,'2018/02/25 22:21:49:870',6,-0.25999,-0.253086,-0.084936,0.513726,0.556863,0.505882,0.470588,0.07451,0.658824,0.733333,0.109804,?,?
478,'2018/02/25 22:21:49:874',6,-0.25999,-0.253086,-0.084936,0.513726,0.556863,0.505882,0.470588,0.07451,0.658824,0.733333,0.109804,?,?
479,'2018/02/25 22:21:49:901',6,-0.259167,-0.252203,-0.087887,0.576471,0.458824,0.443137,0.682353,0.678431,0.031373,0.458824,0.380392,?,?
480,'2018/02/25 22:21:49:935',6,-0.260671,-0.249036,-0.08127,0.427451,0.509804,0.619608,0.482353,0.294118,0.301961,0.501961,0.376471,?,?
481,'2018/02/25 22:21:49:966',6,-0.263142,-0.249335,-0.077074,0.396078,0.345098,0.537255,0.478431,0.443137,0.623529,0.317647,0.27451,?,?
482,'2018/02/25 22:21:49:975',6,-0.263893,-0.248254,-0.081479,0.415686,0.239216,0.560784,0.305882,0.454902,0.192157,0.14902,0.411765,?,?
483,'2018/02/25 22:21:50:000',6,-0.262203,-0.246753,-0.087581,0.52549,0.572549,0.490196,0.564706,0.92549,0.690196,0.878431,0.301961,?,?
484,'2018/02/25 22:21:50:033',6,-0.261001,-0.242878,-0.092437,0.435294,0.156863,0.372549,0.592157,0.607843,0.223529,0.164706,0.301961,?,?
485,'2018/02/25 22:21:50:064',6,-0.254227,-0.238794,-0.109502,0.537255,0.482353,0.372549,0.521569,0.690196,0.996078,0.470588,0.494118,?,?
486,'2018/02/25 22:21:50:095',6,-0.247614,-0.234193,-0.132769,0.462745,0.486275,0.678431,0.501961,0.407843,0.541176,0.545098,0.568627,?,?
487,'2018/02/25 22:21:50:106',6,-0.247614,-0.234193,-0.132769,0.568627,0.545098,0.560784,0.545098,0.572549,0.160784,0.227451,0.447059,?,?
488,'2018/02/25 22:21:50:131',6,-0.232646,-0.218397,-0.190162,0.54902,0.380392,0.537255,0.466667,0.278431,0.74902,0.486275,0.529412,?,?
489,'2018/02/25 22:21:50:164',6,-0.226373,-0.209022,-0.211015,0.341176,0.745098,0.862745,0.541176,0.611765,0.913726,0.494118,0.262745,?,?
490,'2018/02/25 22:21:50:198',6,-0.219348,-0.192174,-0.248664,0.45098,0.737255,0.498039,0.501961,0.713726,0.14902,0.341176,0.141176,?,?
491,'2018/02/25 22:21:50:209',6,-0.219839,-0.188331,-0.24814,0.380392,0.192157,0.462745,0.431373,0.478431,0.501961,0.403922,0.996078,?,?
492,'2018/02/25 22:21:50:233',6,-0.218646,-0.185574,-0.24825,0.678431,0.313726,0.364706,0.403922,0.917647,0.372549,0.564706,0.662745,?,?
493,'2018/02/25 22:21:50:268',6,-0.21722,-0.182687,-0.248529,0.686275,0.564706,0.627451,0.568627,0.403922,0.45098,0.384314,0.415686,?,?
494,'2018/02/25 22:21:50:296',6,-0.223446,-0.187314,-0.227912,0.317647,0.67451,0.729412,0.666667,0.537255,0.709804,0.490196,0.313726,?,?
495,'2018/02/25 22:21:50:331',6,-0.230735,-0.19625,-0.208966,0.454902,0.423529,0.666667,0.52549,0.490196,0.380392,0.631373,0.490196,?,?
496,'2018/02/25 22:21:50:338',6,-0.230735,-0.19625,-0.208966,0.454902,0.423529,0.666667,0.52549,0.490196,0.380392,0.631373,0.490196,?,?
497,'2018/02/25 22:21:50:363',6,-0.234893,-0.200478,-0.208157,0.533333,0.466667,0.282353,0.47451,0.654902,0.635294,0.486275,0.152941,?,?
498,'2018/02/25 22:21:50:394',6,-0.247112,-0.21276,-0.201203,0.447059,0.368627,0.478431,0.439216,0.188235,0.247059,0.462745,0.54902,?,?
499,'2018/02/25 22:21:50:431',6,-0.256584,-0.2215,-0.19729,0.513726,0.521569,0.352941,0.737255,0.290196,0.219608,0.345098,0.494118,?,?
500,'2018/02/25 22:21:50:461',6,-0.263693,-0.225944,-0.19231,0.376471,0.505882,0.619608,0.776471,0.811765,0.619608,0.34902,0.45098,?,?
501,'2018/02/25 22:21:50:467',6,-0.263693,-0.225944,-0.19231,0.376471,0.505882,0.619608,0.776471,0.811765,0.619608,0.34902,0.45098,?,?
502,'2018/02/25 22:21:50:494',6,-0.274715,-0.23448,-0.191235,0.619608,0.690196,0.384314,0.407843,0.788235,0.780392,0.658824,0.564706,?,?
503,'2018/02/25 22:21:50:532',6,-0.282745,-0.2406,-0.188718,0.207843,0.121569,0.47451,0.494118,0.286275,0.498039,0.282353,0.65098,?,?
504,'2018/02/25 22:21:50:563',6,-0.287307,-0.244291,-0.184357,0.490196,0.721569,0.541176,0.45098,0.733333,0.505882,0.670588,0.219608,?,?
505,'2018/02/25 22:21:50:568',6,-0.292787,-0.247943,-0.177632,0.501961,0.356863,0.521569,0.490196,0.529412,0.407843,0.270588,0.466667,?,?
506,'2018/02/25 22:21:50:598',6,-0.297712,-0.251375,-0.173978,0.545098,0.356863,0.478431,0.654902,0.686275,0.87451,0.423529,0.478431,?,?
507,'2018/02/25 22:21:50:630',6,-0.307842,-0.256086,-0.170279,0.47451,0.682353,0.552941,0.686275,0.407843,0.443137,0.415686,0.345098,?,?
508,'2018/02/25 22:21:50:660',6,-0.313339,-0.256173,-0.168122,0.6,0.309804,0.454902,0.623529,0.454902,0.635294,0.321569,0.505882,?,?
509,'2018/02/25 22:21:50:698',6,-0.321391,-0.253602,-0.164957,0.098039,0.537255,0.435294,0.435294,0.372549,0.317647,0.776471,0.227451,?,?
